Mevuzat;Analiz Edilen Madde;İlişkili Rehber Maddesi (Yerel / Uluslararası);Kontrol Sorusu;Açıklama ve Gerekçe;Denetim Testi (Prosedür);Uygulama Notu / Örnek Kanıt;;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 213;EBA/GL/2020/06 prg.229 (büyük menkul teminat – bireysel değerleme kriterleri)eba.europa.eueba.europa.eu;Bankanın politikaları, büyük ve karmaşık menkul teminatların (ör. uçak, gemi, ağır makine gibi) bireysel olarak bir değerleme uzmanı tarafından izlenmesi ve yeniden değerlenmesi gereken durumlar için kriterler tanımlıyor mu? Bu kriterler asgari olarak teminatın başlangıçtaki değeri, varlığın ekonomik ömrü/durumu, yıpranma-bakım durumu ve fiziki inceleme gerekliliği gibi unsurları içeriyor mu?;Değeri çok yüksek veya karmaşık yapıda olan menkul teminatların (örneğin uçaklar, gemiler) değerlemesinde uzman değerlendirmesi kritik öneme sahiptir. Bu maddeyle, banka bu tür varlıklar için ne zaman bir uzman tarafından bireysel değerleme yapılacağını tanımlamalıdır (belirli değer eşiği, varlığın yaşı/ömrü, bakım durumu gibi kriterlerle). Böylece, standardize model yaklaşımlarının yetersiz kalacağı durumlarda teminat değerleri güvence altına alınır ve banka bu büyük risk kalemlerinde değerleme hatalarından kaynaklanabilecek kredi riskini azaltır.;"-Politika/prosedürde, belirli bir parasal değerin üzerindeki menkul teminatlar veya belirli nitelikteki varlıklar için (örn. uçak) her durumda yetkili değerleme uzmanı kullanılacağına dair bir hüküm olup olmadığına bak.-Belirli kriterlerin listelenip listelenmediğini kontrol et: Örneğin ""değeri X TL üzerinde olan veya kullanım ömrü Y yılı aşan makine-teçhizat, her yıl uzman tarafından yeniden değerlenir"" gibi ifadeler mevcut mu incele.-Büyük bir makine/teçhizat teminatlı kredi dosyasında, bankanın değerlemeyi nasıl yaptığını (sadece amortismanla mı yoksa uzman raporuyla mı) incele ve prosedüre uyumlu olup olmadığını değerlendir.-";"-Dokümanlarda panel (seçili uzman listesi), uzman atama kriteri veya doğrudan uçak, gemi gibi anahtar sözcükler ara; özellikle bu tip varlıklar için özel işlem tanımı var mı bak.-Örnek bulgu: Banka, değerli menkul teminatlar için herhangi bir özel değerleme kriteri koymamış ve örneğin 50 milyon TL değerindeki bir uçağı genel modelle değerlemeye çalışmışsa, bu durum teminat değerlemede önemli bir zafiyet olarak rapor edilebilir.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 214;EBA/GL/2020/06 prg.230 (istatistiksel modelle değerleme – BT sistemi & veri)eba.europa.eu;Banka, teminatların istatistiksel model veya endekse dayalı değerlemesi için yeterli BT süreç ve sistemlerine sahip mi ve bu amaçla yeterli, doğru veri kullanımını sağlıyor mu?;İstatistiksel modellere dayalı değerlemelerin sağlıklı olabilmesi için bankanın güçlü bir bilgi teknolojisi altyapısı ve geniş, doğru veri setlerine ihtiyacı vardır. Bu madde, bankanın teminat değerlemede kullandığı gelişmiş modeller için gerekli sistem altyapısını (yazılım, donanım) ve veri kalitesini tesis etmesini amaçlar. Böylece, model kaynaklı hatalar (ör. veri eksikliği veya sistem yetersizliği nedeniyle) minimize edilerek teminat değerinde sapmaların kredi riskine olumsuz yansıması önlenir.;"-Bankanın kullandığı teminat değerleme modellerinin BT altyapısını ve veri kaynaklarını öğrenmek için BT birimiyle görüş. Modelin çalıştığı yazılım, güncelleme sıklığı ve veri sağlama yöntemlerini (ör. otomatik veri beslemesi var mı) anla.-Banka, teminatlar için merkezi bir Teminat Yönetim Sistemi kullanıyor mu kontrol et; eğer varsa sistemin model çıktıları ve piyasa verileriyle entegre olup olmadığını değerlendir.-Model bazlı değerlemelerde kullanılan veri setinin büyüklüğü ve doğruluğuna dair herhangi bir iç rapor veya performans değerlendirmesi (örn. veri kalitesi raporu) olup olmadığına bak.-";"-Banka BT dokümantasyonunda veya model kullanım prosedürlerinde veri kalitesi, sistem altyapısı gibi konuların ele alındığı kısımları incele; özellikle modelin veri gereksinimleri ve bu verilerin nasıl temin edildiği belirtilmiş mi bak.-Örnek bulgu: Bankanın teminat değerleme modeli manuel olarak Excel'de çalıştırılıyor ve merkezi bir veri tabanına dayanmıyorsa, bu durum veri bütünlüğü ve sürdürülebilirlik açısından risk olarak not edilir. Yine, modelin kullandığı fiyat verilerinin güncelliği belirsizse bu da bulgu olarak yazılabilir.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 215;EBA/GL/2020/06 prg.231 (değerleme uzmanı kriterleri - genel)eba.europa.eu;Banka, teminatların değerlemesini yapacak değerleme uzmanlarının aşağıdaki niteliklere sahip olmasını güvence altına alıyor mu: mesleki yeterlilik ve geçerli standartlara uygunluk, ilgili varlık konusunda teknik beceri ve deneyim, değerleme konusu piyasa ve amaca dair bilgi birikimi ve kredi karar sürecinden bağımsız çalışma?;Bu madde, bankanın çalıştığı veya görevlendirdiği değerleme uzmanlarının ehil ve tarafsız olmasını sağlamaya yöneliktir. Değerleme uzmanlarının gereken uzmanlık, tecrübe ve bağımsızlık kriterlerini karşılaması, teminat değerlemelerinin doğruluğunu ve güvenilirliğini artırır. Böylelikle yetersiz ya da etki altında yapılmış değerlemeler nedeniyle bankanın kredi riski yanlış hesaplanmamış olur.;"-Bankanın iç prosedürlerinde veya hizmet alım sözleşmelerinde değerleme uzmanları için aranan kriterleri incele; örneğin lisans belgesi, asgari deneyim yılı, belirli piyasa bilgisi gibi şartlar var mı bak.-Banka eğer dış değerleme firmaları kullanıyorsa, onaylı değerleme firma/uzman listesi (panel) olup olmadığına ve listeye giriş kriterlerine bak (kimleri hangi kriterlerle yetkilendiriyor).-İnsan kaynakları veya ilgili birimle görüşerek, banka içi değerleme uzmanları varsa bunların kredi tahsis birimlerinden bağımsız bir yapıda çalışıp çalışmadığını, performans değerlendirmelerinde kredi onay sonuçlarından etkilenip etkilenmediğini sor.-";"-Hizmet alım sözleşmeleri ve prosedürlerde SPK lisansı, ULUSAL standartlar veya IVS standardı gibi terimler veya ""bağımsızlık"" ile ilgili maddeler ara.-Örnek bulgu: Bankanın değerleme hizmeti aldığı firmalarla yaptığı sözleşmelerde uzmanların lisanslı olması veya belirli deneyimi olmasına dair bir madde bulunmuyorsa, bu durum değerleme hizmeti kalitesinin güvence altına alınmadığına dair bir eksikliktir.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 215(a);EBA/GL/2020/06 prg.231(a) (mesleki yeterlik & standartlar)eba.europa.eu;Değerleme uzmanlarının mesleki açıdan yeterli oldukları ve geçerli ulusal/uluslararası gerekliliklere ve kabul görmüş mesleki standartlara uydukları banka tarafından kontrol ediliyor mu?;Bu kriter, değerleme uzmanının işini yapabilmek için gerekli mesleki ehliyete sahip olmasını ve ilgili standartlara uygun çalışmasını ifade eder. Örneğin, Türkiye'de SPK lisansı gibi bir gereklilik veya uluslararası değerleme standartlarına hakimiyet. Bu şart sağlanmazsa, yapılan değerlemelerin kalitesi ve doğruluğu düşebilir, bu da bankanın teminat değerine ilişkin yanlış kararlara yol açarak kredi riskini artırır.;"-Banka, çalıştığı değerleme uzmanlarından/firmalardan ilgili lisans ve sertifikalarını talep ediyor mu bak (ör. SPK Değerleme Lisansı, RICS üyeliği vb.).-Değerleme raporlarında uzmanların nitelikleri ve unvanları belirtiliyor mu kontrol et; özellikle raporlarda lisans numarası veya yetkinlik ibaresi aran.-Bankanın periyodik olarak değerleme hizmeti aldığı firmaların yetkinliklerini (ör. referans kontrolü, önceki performans) değerlendirdiğine dair doküman (değerlendirme formu vb.) olup olmadığını incele.-";-Değerleme firmalarıyla yapılan anlaşmalarda lisanslı uzman şartı, ULUSAL standartlar veya IVSC gibi ifadeler geçiyor mu kontrol et.-Örnek bulgu: İncelenen bir değerleme raporunda değerleme uzmanının SPK lisans numarasının bulunmadığı ve bankanın bu yönde bir kontrol mekanizması olmadığı tespit edilirse, bu durum değerleme yapan kişilerin yeterliliğinin belirsiz olduğu yönünde bir bulgu olarak raporlanabilir.-;;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 215(b);EBA/GL/2020/06 prg.231(b) (uygun teknik beceri & deneyim)eba.europa.eu;Banka, görevlendirilen değerleme uzmanının uygun teknik beceriye ve deneyime sahip olmasını şart koşuyor mu ve bunu sağlıyor mu? (Örneğin, değerlenen varlık türüne benzer değerlemelerde tecrübeli olması);"Her değerleme uzmanının uzmanlık alanı ve deneyimi farklı olabilir. Bu kriter, bankanın değerleme yaptıracağı uzmanın, değerleyeceği varlık için gerekli teknik bilgiye ve yeterli iş tecrübesine sahip olmasını güvenceye alır. Uygun deneyimi olmayan bir uzman, teminat değerini hatalı belirleyebilir; bu da bankanın kredi riskini yanlış değerlendirmesine sebep olabilir.";"-Bankanın değerleme hizmeti alırken uzmanların tecrübe yılı veya uzmanlık alanını dikkate alıp almadığını öğren (ör. panelde uzmanların branşlarına göre sınıflandırma var mı).-Özellikle spesifik varlıkların (ör. fabrika, gemi) değerlemelerinde, o varlık türünde deneyimli bir uzman görevlendirilip görevlendirilmediğini örnek dosyalar üzerinden kontrol et.-Değerleme raporlarında, uzmanların özgeçmiş veya deneyimlerine dair bilgilerin yer alıp almadığına bak; yoksa bankadan bu bilgileri talep edip etmediklerini sor.-";-Değerleme firması seçim kriterlerinde deneyim (yıl veya adet bazlı) ve uzmanlık alanı gibi kriterlerin tanımlanıp tanımlanmadığına dair kayıtları (ör. satın alma değerlendirme notları) incele.-Örnek bulgu: Çok özel bir varlığın (ör. endüstriyel tesis) değerlemesi için alanında deneyimsiz bir değerlendirme uzmanının kullanıldığı tespit edilirse, bu durum bankanın teminat değerini doğru saptama konusunda risk aldığını gösterir.-;;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 215(c);EBA/GL/2020/06 prg.231(c) (varlık piyasası & değerleme amacı bilgisi)eba.europa.eu;Banka, değerleme uzmanının, değerlemesini yaptığı varlık ve ilgili piyasa hakkında ile değerlemenin amacı konusunda gerekli bilgi birikimine sahip olmasını şart koşuyor mu?;"Bu kriter, uzmanların değerledikleri varlığın ait olduğu piyasayı (ör. yerel gayrimenkul piyasası, sektör koşulları) ve değerlemenin amacını (ör. zorunlu satış değeri vs piyasa değeri) iyi anlamalarını gerektirir. Böylece, değerleme sonucu amacına uygun ve piyasa gerçekleriyle uyumlu olur. Aksi halde, piyasa dinamiklerini bilmeyen bir uzman yanlış varsayımlar yapabilir; değerlemenin amacı dikkate alınmazsa da kredi için gerçekçi olmayan bir teminat değeri belirlenebilir.";"-Bankanın, değerleme talebi yaparken değerleme amacını (kredi teminatı amaçlı, zorunlu satış değeri gibi) açıkça belirttiğini ve uzmanın da buna uygun değerleme yaptığını kontrol et.-Değerleme raporlarında piyasa analizi bölümünün bulunup bulunmadığına bak; uzman ilgili varlığın piyasa koşullarını değerlendirmiş mi, raporda görülecektir.-Bankanın atadığı uzmanların coğrafi olarak uzak bölgelerdeki varlıklar için bilgi sahibi olup olmadığını sorgula; örneğin farklı şehirdeki bir gayrimenkul için o bölgeyi bilen bir uzman seçilmiş mi, yoksa rastgele mi atama yapılmış.-";"-Değerleme raporlarında piyasa analizi, emsal karşılaştırması gibi kısımların varlığı ve kalitesi delil olarak kullanılabilir; uzman piyasayı değerlendirmemişse bu raporlarda görülür.-Örnek bulgu: İncelenen bir raporda değerleme uzmanının, değerleme amacı olarak kredi teminatı olmasına rağmen piyasa koşullarını veya hızlı satış ihtimalini hesaba katmadığı görülürse, bu durum uzman bilgi birikimi eksikliğine işaret eder.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 215(d);EBA/GL/2020/06 prg.231(d) (kredi karar sürecinden bağımsızlık)eba.europa.eu;Banka, değerleme uzmanının kredi karar sürecinden bağımsız olmasını sağlıyor mu? Değerleme faaliyeti, kredi tahsis kararını veren birimlerden bağımsız bir yapıda yürütülüyor mu?;Değerleme uzmanının kredi karar mekanizmasından bağımsız olması, uzman üzerinde kredi verilip verilmemesine ilişkin bir baskı olmamasını temin eder. Bu kriter, değerlemelerin objektif yapılmasını ve kredi pazarlama hedeflerinden etkilenmemesini amaçlar. Aksi takdirde, krediye onay çıkarmak isteyen bir birimin etkisindeki değerleme, teminat değerini gerçekte olmadığı kadar yüksek gösterebilir ve bankayı risk altına sokar.;"-Bankanın organizasyon şemasını inceleyerek değerleme fonksiyonunun (iç uzmanlar varsa) nereye raporlama yaptığını belirle; kredi tahsis/pazarlama birimlerinden ayrı bir hiyerarşi olmalı.-Eğer dış değerleme firmaları kullanılıyorsa, kredi tahsis biriminin bu firmaların seçimi veya yönlendirilmesi üzerinde etkisi olup olmadığını araştır (ör. şube kendi istediği eksperi seçebiliyor mu, yoksa merkezi havuzdan bağımsız seçim var mı).-Kredi onay komitesi veya benzeri toplantı tutanaklarında, teminat değerinin tartışıldığı kısımlarda değerleme uzmanının bağımsız görüş sunup sunmadığını ya da kredi kararı baskısıyla değişiklik yapılıp yapılmadığını incele.-";-Banka içi yönergelerde bağımsız değerleme ifadesi, ya da değerleme biriminin görev tanımında kredi pazarlama/tahsisinden bağımsızlık vurgusu var mı bak.-Örnek bulgu: Bankanın şube yöneticilerinin istedikleri ekspertizi seçebildiği ve bu uzmanların kredi onayını kolaylaştırmak için şişirilmiş değer bildirdiği yönünde bulgular edinilirse, bu doğrudan değerleme bağımsızlığı ilkesine aykırı bir durum olarak rapor edilmelidir.-;;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 216;EBA/GL/2020/06 prg.232 (değerleme ücreti – çıkar çatışması yok)eba.europa.eu;Banka, değerleme hizmeti için ödenen ücretin veya değerleme sonucunun, değerleme uzmanı açısından herhangi bir çıkar çatışması yaratmayacak şekilde düzenlenmesini sağlıyor mu? (Örneğin, ücret yapısı değerleme değeri veya kredi onayı ile ilişkilendirilmiş mi?);"Değerleme uzmanının ücretinin veya maaşının, değerleme sonucu ya da kredi işleminin sonucu ile bağlantılı olması tarafsızlığı zedeler. Bu madde, bankanın böyle bir bağ kurulmasını engelleyerek değerleme uzmanının bağımsızlığını korumasını amaçlar. Örneğin, bir uzman daha yüksek bir değer çıkardığında daha fazla ücret alacaksa, teminatı bilinçsizce yüksek değerleme riski oluşur; bu önlemle bu tür motivasyon bozukluklarının önüne geçilir.";"-Banka, dış değerleme firmalarıyla yaptığı sözleşmeleri incele; ücretin sabit mi yoksa değerleme değerine veya kredi tutarına göre değişken mi olduğunu kontrol et.-İç değerleme uzmanları varsa, performans primlerinin kredi hacmine ya da onaylanan kredi adedine bağlı olup olmadığına dair İnsan Kaynakları uygulamalarını sor.-Herhangi bir bulgu olması halinde (örn. başarı ücreti gibi uygulamalar) bunun değerleme sonucuna etkisini analiz et; geçmişte çok optimistik değerleme yapılan durumlarla böyle bir ücret yapısı arasında korelasyon arayabilirsin.-";"-Sözleşmelerde veya iç prosedürlerde ücretlendirme maddelerini incele; özellikle ""değerleme değeri üzerinden %X"" veya ""kredi gerçekleşirse ödenir"" gibi ifadeler var mı bak.-Örnek bulgu: Değerleme firması sözleşmesinde ücretin, kredi kullandırıldığı takdirde ödeneceği yazıyorsa, bu durum değerleme firmasının kredinin onaylanmasına çıkarı olduğunu gösterir ve ciddi bir çıkar çatışması riskidir.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 217;EBA/GL/2020/06 prg.233 (değerleme doğruluğu performans takibi)eba.europa.eu;Banka, değerleme uzmanlarının performansını, özellikle yaptıkları değerlemelerin doğruluğunu (ör. sonradan gerçekleşen satış fiyatları veya istatistiksel geri testlerle) düzenli olarak değerlendiriyor mu? Ayrıca, belirli uzmanlara yaptırılan değerlemelerin yoğunluğunu (tek bir uzmana aşırı iş düşmesi durumu) izliyor mu?;Bu madde, bankanın değerleme kalitesini ve kaynak dağılımını izleme sorumluluğunu vurgular. Değerleme doğruluğunun geriye dönük testlerle ölçülmesi (ör. teminat satıldığında tahmin edilen değerle karşılaştırma) yanıltıcı değerlemelerin tespit edilmesini sağlar. Belirli uzmanlara aşırı iş yüklenmesi veya aynı uzmanın sürekli kullanılması da potansiyel risk (tek bir uzmana bağımlılık, çıkar ilişkisinin gelişmesi) oluşturur. Bu kontroller, değerleme süreçlerinin güvenilirliğini artırarak teminat riskinin doğru yönetilmesini sağlar.;"-Bankanın değerleme raporlarını periyodik olarak gerçek piyasa sonuçlarıyla karşılaştırdığı bir mekanizma (backtesting) olup olmadığını öğren; varsa ilgili raporları incele.-Değerleme hizmeti aldığı uzman/firmaların yıllık performans değerlendirmesi yapılıp yapılmadığını (örn. sapma analizleri) sor ve varsa sonuçları kontrol et.-Ayrıca, belli bir dönem içinde en çok kullanılan ilk 5 değerleme uzmanı/firmasına yaptırılan iş adetlerini çıkar; toplam içindeki payları çok yüksek mi, bankanın bir kaç isme mi bağlı kaldığını analiz et.-";"-Değerleme doğruluğuna dair backtesting raporu, geriye dönük test veya değerleme performans raporu gibi belgeler arayıp incele; burada örneğin ortalama sapma yüzdesi gibi metrikler olabilir.-Örnek bulgu: Son bir yılda yapılan değerlemelerin %50'sinden fazlasını tek bir değerleme firmasının gerçekleştirdiği tespit edilirse, bu durum bankanın değerleme faaliyetlerinde konsantrasyon riski olduğunu gösterir ve raporlanmalıdır. Keza, geriye dönük analiz yapılmadığı görülürse, değerleme doğruluğu konusunda banka kontrol eksikliği yaşıyor denebilir.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 218;EBA/GL/2020/06 prg.234 (çıkar çatışmasını önlemek için önlemler)eba.europa.eu;Banka, olası çıkar çatışmalarını önlemek amacıyla, değerleme uzmanlarının (ve birinci derece yakınlarının) aşağıdaki koşulları sağlamasını temin etmek için sözleşmesel veya operasyonel önlemler alıyor mu?;Bu madde, değerleme uzmanlarının görevlerini tamamen tarafsız yapabilmeleri için bankanın alması gereken tedbirleri belirtir. Söz konusu koşullar (a-e bentlerinde listelenen) ile, değerleme uzmanının kredi işlemine müdahil olmaması, borçlu durumu veya kişisel menfaatler gibi unsurlardan etkilenmemesi sağlanır. Banka, bu koşulları sözleşme veya etik kurallarla garanti altına alarak, değerleme sürecindeki çıkar çatışması riskini en aza indirir ve böylece teminat değerlemelerinin güvenilirliğiyle kredi riskinin doğru yönetimini tesis eder.;"-Değerleme hizmet alım sözleşmelerine veya banka içi talimatlara bakarak, değerleme uzmanlarının bu (a)-(e) bentlerindeki koşullara uyması gerektiğini belirten hükümler olup olmadığını kontrol et.-Örneğin, sözleşmede ""eksper, kredi tahsis sürecine dahil olmayacaktır"" veya ""eksperin kendisi ve akrabaları değerlemesi yapılan varlıkla ilgili menfaate sahip olmayacaktır"" gibi maddeler bulunmalı; bunları ara ve not et.-Banka, değerleme ataması yaparken uzmanlardan her bir iş için çıkar çatışması beyanı alıyor mu sor; alıyorsa örnek beyan formlarını inceleyerek bu koşulların listelendiğini teyit et.-";"-Sözleşme maddelerinde ya da değerleme politikası eklerinde çıkar çatışması başlığı altındaki şartları incele; a-e koşullarının karşılığı olan ifadelerin (örn. ""kredi sürecine katılmamış olacaktır"", ""varlık üzerinde menfaati olmayacaktır"" vb.) yer alıp almadığına bak.-Örnek bulgu: Bankanın ekspertiz sözleşmesinde veya talimatında bu koşullara yer verilmediği tespit edilirse, bu durum değerleme uzmanlarının bağımsızlığını korumaya yönelik yazılı güvence eksikliği olarak raporlanabilir.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 218(a);EBA/GL/2020/06 prg.234(a) (kredi sürecine dahil olmama)eba.europa.eu;Değerleme uzmanı, değerlediği krediyle ilgili kredi başvurusu, kredi değerlendirmesi, karar veya kredi yönetimi süreçlerine dahil olmuyor mu?;"Bu şart, değerleme uzmanının kredi işleminin herhangi bir aşamasında (başvuru alımı, kredi analizi, karar onayı veya kredi izleme) rol almamasını gerektirir. Böylece, uzmanın vereceği değerleme kararı, kredi sağlama isteğinden bağımsız kalır. Uzman kredi sürecine dahil olursa, kredinin gerçekleşmesi için teminatı yüksek değerleme yönünde bilinçsiz veya bilinçsiz bir baskı hissedebilir; bu da banka için yanıltıcı teminat değerine yol açabilir.";"-Banka organizasyonunda değerleme uzman(lar)ının görev tanımlarını ve yerleşimini kontrol et; kredi tahsis biriminden ayrı raporlama hattındalar mı, değerlendir.-Örneğin, iç değerleme ekibi kredi tahsis departmanına mı bağlı yoksa risk yönetimi/operasyon gibi ayrı bir departmanda mı, incele.-Dışardan eksper atamalarında, eksperlerin kredi kararıyla ilgili toplantılara veya süreçlere katılmadığını bankanın nasıl garanti ettiğini (sözleşmesel olarak) kontrol et.-";"-Banka içi prosedürde veya sözleşmede kredi sürecine katılmama ile ilgili net ibareler bul; mesela ""değerleme hizmeti sağlayanlar, bankanın kredi karar süreçlerinde hiçbir rol almayacaktır"" gibi.-Örnek bulgu: İç değerleme biriminin, kredi tahsis departmanı ile aynı yöneticiye raporlama yaptığı görülürse, değerleme ve kredi kararının fiilen ayrışmadığı ve potansiyel çıkar çatışması barındırdığı tespit edilerek raporlanmalıdır.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 218(b);EBA/GL/2020/06 prg.234(b) (borçlu kredibilitesinden etkilenmeme)eba.europa.eu;Değerleme uzmanının, borçlunun kredibilitesinden (kredi notu, mali durumu vb.) etkilenmeden, tamamen teminata odaklı bir değerleme yaptığı güvence altına alınıyor mu?;"Bu koşul, değerleme uzmanının değerlendirme yaparken borçlunun ödeme kabiliyeti veya finansal durumunu işin içine katmamasını ifade eder. Uzman, sadece teminatın piyasa değerini belirlemelidir; borçlunun çok iyi veya çok kötü olması değerlemeyi değiştirmemelidir. Aksi halde, borçlunun durumuna göre teminatı olduğundan düşük ya da yüksek değerleme riski vardır. Bu güvence, teminat değerlemesinin objektif kalmasını sağlar.";"-Değerleme sürecinde eksperlere iletilen bilgilerde borçlunun kredi notu veya finansal durumuna dair verilerin paylaşılmadığını doğrula (ideal olarak eksper sadece teminata ilişkin bilgi almalı).-Banka prosedürlerinde, değerleme talebi iletilirken borçlu bilgisine yer verilmeyeceğine dair bir kısıtlama olup olmadığına bak.-Bir değerleme raporunda, borçlunun gelir durumu veya kredibilitesine yönelik herhangi bir yorum olup olmadığına bak; olmamalı, varsa uzman kendi etki alanının dışına çıkmış olabilir.-";"-Değerleme talep formlarını veya eksper atama yazışmalarını incele; buralarda borçluya dair (gelir, rating vs.) bilgiler paylaşılıyor mu kontrol et.-Örnek bulgu: Bir değerleme raporunda ""borçlunun mali durumu göz önüne alındığında teminat değeri XYZ belirlenmiştir"" gibi bir ifade yer alırsa, bu değerleme sürecine kredi bilgisinin etki ettiğine dair ciddi bir bulgudur.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 218(c);EBA/GL/2020/06 prg.234(c) (çıkar çatışması bulunmaması)eba.europa.eu;Değerleme uzmanının, değerlemesini yaptığı varlık, değerleme süreci veya sonucu ile ilgili fiili veya potansiyel bir çıkar çatışmasına sahip olmadığı kontrol ediliyor mu?;Bu genel şart, değerleme uzmanının değerlendirdiği işlemin hiçbir aşamasında kendi çıkarı olmamasını kapsar. Örneğin, uzman değerlediği gayrimenkulü daha önce kendisi satmaya çalışmış olabilir veya değerleme sonucundan dolaylı bir kazancı olabilir. Bu tür fiili ya da olası çıkar çatışmalarının olmadığı ancak banka tarafından sorgulanırsa ortaya çıkar. Bu güvence sayesinde, değerleme uzmanının motivasyonu tamamen tarafsız kalır ve teminat değeri objektif olur.;"-Banka, ekspertiz ataması öncesi eksperlerden değerlendirecekleri varlıkla ilgili bir ilişkileri olup olmadığına dair beyan alıyor mu sor; varsa bu beyanları incele.-Örneğin, ekspertiz talep formunda ""değerleme konusu ile ilgili bir çıkarınız varsa bildiriniz"" gibi bir alan var mı kontrol et.-İncelenen birkaç değerleme atamasında, aynı uzmanın aynı bölgedeki veya aynı müşteriye ait varlıkları sürekli değerlendirmesi gibi bir durum var mı bak; bu potansiyel çıkar ilişkilerine dair bir ipucu olabilir.-";"-Sözleşme/etik kurallarda çıkar çatışması beyanı veya ifşa yükümlülüğü maddeleri bulunmalı; bu belgeleri incele ve ilgili kısımları not et.-Örnek bulgu: Değerleme uzmanlarına çıkar çatışması durumlarını bildirme zorunluluğu getirilmemiş olduğu saptanırsa, bu bankanın olası menfaat ilişkilerini tespit etmediğini gösterir. Veya bir uzman için son dönemde aynı müşteriye ait birden fazla değerleme yapıldığı görülürse, rotasyon eksikliğiyle birlikte çıkar çatışması riski olarak değerlendirilir.-";;
Kredi Tahsis ve İzleme Süreçlerine İlişkin Rehber;Madde 218(d);EBA/GL/2020/06 prg.234(d) (değerleme konusu varlıkta menfaat yok)eba.europa.eu;Değerleme uzmanının, değerlemeye konu varlık üzerinde doğrudan veya dolaylı herhangi bir menfaati (sahiplik, ortaklık, gelir beklentisi vb.) olmadığı banka tarafından teyit ediliyor mu?;Bu koşul, değerleme uzmanının değerlendirdiği teminata ilişkin hiçbir maddi çıkarı olmamasını şart koşar. Uzman eğer değerlediği varlıkta pay sahibi ise veya varlığın performansından dolaylı kazanç elde edecekse, değerlemesi tarafsız olmayabilir. Bankanın bunu önceden doğrulaması, teminat değerinin nesnel belirlenmesi ve bankanın yanlış yönlendirilmemesi açısından kritiktir.;"-Bankanın ekspertiz görevlendirmeden önce uzmanlardan, değerleyecekleri varlıkta mülkiyet/ortaklık çıkarları bulunmadığına dair yazılı beyan alıp almadığını kontrol et.-Örneğin, değerleme sözleşmesinde ya da talimat formunda ""uzman ve yakınlarının değerleme konusu varlıkta menfaati olmadığı beyan edilir"" şeklinde bir bölüm var mı, incele.-İlgili tapu kayıtları veya varlık kayıtları açık bilgiler ise (ör. TURSAB sicili, gemi/vasıta kayıtları vs.), kritik büyük teminatlarda eksper ismi ile karşılaştırarak herhangi bir eşleşme/menfaat tespiti yapılmış mı bak (bu ileri seviye bir kontrol, belki banka yapmıyordur ama sen yapabilirsin, bir bulgu için).-";"-Banka iç iletişiminde veya sözleşmelerde menfaat beyanı ile ilgili evraklar ara; özellikle eksper atama formu ekinde eksperin imzaladığı bir menfaat yok formu gibi bir belge var mı bak.-Örnek bulgu: Bir ekspertizin, değerlediği gayrimenkulün bağlı olduğu inşaat firmasının ortağı olduğuna dair bir kayıt tespit edilirse, bu açık bir çıkar çatışmasıdır ve bankanın kontrol sisteminin işlemediğini gösterir.-";;
